"If you can't be happy, Make someone else happy! :)",Hossmith,,"{'happiness', 'love'}"
"If you can't be happy, Make someone else happy. :)",Hossmith,,"{'happiness', 'love'}"
Witta feared nothing - except to be poor.,Rudyard Kipling,Puck of Pook's Hill,"{'money', 'happiness'}"
Real joy is never influenced.,Haresh Sippy,,"{'joy', 'happiness'}"
Only job I know well is to spread happiness.,Mahrukh,,{'happiness'}
Love makes a happy life.,Lailah Gifty Akita,,"{'happiness', 'wise-words', 'life', 'lailah-gifty-akita-affirmations', 'self-help', 'love'}"
Smile is the beauty of the soul.,Lailah Gifty Akita,,"{'joy', 'happiness', 'soul', 'motivational'}"
The heart knows what it feels.,Lailah Gifty Akita,,"{'happiness', 'inspirational'}"
Every human being desires love and happiness.,Lailah Gifty Akita,,"{'happiness', 'life', 'life-philosophy', 'motivational', 'love'}"
Happiness is my drug of choice.,Marty Rubin,,{'happiness'}
Those who have eyes…do not know their happiness.,André Gide,La symphonie pastorale,{'happiness'}
Be kind. Be happy. Be free.,Marty Rubin,,{'happiness'}
"Life said to me, Be happy. Don't let me down.",Marty Rubin,,"{'happiness', 'life'}"
Can a man's life be complete without his Maker?,Lailah Gifty Akita,,"{'happiness', 'life', 'inspirational', 'self-help', 'christian'}"
A man desire two things: love and happiness.,Lailah Gifty Akita,,"{'happiness', 'inspirational', 'christian', 'love'}"
Hope lies in what action we take.,Auliq-Ice,,"{'happiness', 'hope', 'courage'}"
Go for the hum.,Ethan Mordden,Pooh's Workout Book,{'happiness'}
Self-acceptance is the basis of a happy life.,Auliq-Ice,,"{'happiness', 'hope'}"
A simple act of kindness is happiness gained.,Julia Kushemererwa,,"{'happiness', 'inspirational'}"
"Life is only a misery, without music.",Lailah Gifty Akita,,"{'life-philosophy', 'happiness'}"
"If this is a dream, may we never wake up!",Ahmed Mostafa,,"{'happiness', 'love'}"
I can only change the world by changing myself.,Toni Sorenson,The Great Brain Cleanse,"{'joy', 'happiness', 'success', 'life'}"
"Art is good, but happiness is better.",Marty Rubin,,{'happiness'}
Accepting uncertainty was the key to happiness.,Catherine Lacey,The Answers,{'happiness'}
It is true - I am creating the life that I want.,Catherine Marie Bergman,,"{'happiness', 'inspirational'}"
I am moving as one with the universe.,Catherine Marie Bergman,,{'happiness'}
Be smart. You Only Die Once -YODO,Savania China,,"{'happiness', 'life', 'success', 'life-lessons', 'inspirational', 'life-philosophy'}"
Hope makes a merry heart.,Lailah Gifty Akita,,"{'joy', 'happiness', 'hope', 'inspirational'}"
Give people a chance.,Scott Stabile,,"{'people', 'happiness', 'hope', 'love'}"
Shit works out.,Scott Stabile,,"{'happiness', 'inspiration', 'life'}"
It feels great to share life.,Lailah Gifty Akita,,"{'joy', 'happiness', 'life', 'lailah-gifty-akita-affirmations'}"
We can’t heal what we refuse to acknowledge.,Scott Stabile,,"{'happiness', 'life', 'love'}"
The heart knows all the sacredness of happiness.,Lailah Gifty Akita,,"{'life-philosophy', 'happiness', 'inspiring'}"
"Follow your heart, be happy forever.",Lailah Gifty Akita,,"{'happiness', 'inspirational'}"
Have the courage to follow your heart.,Lailah Gifty Akita,,"{'joy', 'happiness', 'motivational', 'courage'}"
You have what you need to be happy.,Scott Stabile,,"{'happiness', 'inspiration', 'truth'}"
"I stayed, to love you.I left, to love myself.",Scott Stabile,,"{'happiness', 'love'}"
Your smile is a messenger of your good will.,Dale Carnegie,,{'happiness'}
Be a person who gives a shit about other people.,Scott Stabile,,"{'happiness', 'love'}"
Who are you not to be yourself?,Scott Stabile,,"{'happiness', 'inspiration'}"
Nothing is expensive when you promise.,Ljupka Cvetanova,The New Land,"{'happiness', 'love'}"
"She felt wild and unruly, determined and free.",Scott Stabile,,"{'happiness', 'inspirational', 'love'}"
"If you are healthy, be happy.",Lailah Gifty Akita,,"{'happiness', 'motivation'}"
To have hope is to be happy.,Lailah Gifty Akita,,"{'joy', 'happiness', 'life-lessons', 'inspirational', 'hope'}"
Not all things are eligible to make you unhappy,Ernest Agyemang Yeboah,Toxic In The Mind: daily use of the mind that kills you slowly,{'happiness'}
Happiness lies in making the environment happy.,Tapan Ghosh,Faceless The Only Way Out,{'happiness'}
Failure makes Success more appreciable,Idowu Ayodeji,,"{'happiness', 'success'}"
Having friends was weird . . . but in a good way.,Gwenda Bond,Triple Threat,"{'happiness', 'inspiration'}"
...Realization is born from error...,Janvier Chouteu-Chando,,"{'joy', 'happiness', 'life', 'love'}"
I was happy without having sought happiness.,Siri Hustvedt,A Plea for Eros: Essays,{'happiness'}
"Do as I say, not as I do.",Swami Pranayomama,How To Not Give A F-ck In Ten Easy Steps: The Modern Lay Person's Guide To Enlightenment,"{'happiness', 'humor', 'spirituality', 'love'}"
"Whoever is content, shall be cheerful.",Lailah Gifty Akita,,"{'happiness', 'motivation', 'life-lessons'}"
"Whoever is content,shall be cheerful.",Lailah Gifty Akita,,"{'happiness', 'inspirational'}"
The harmony of soul with the spirit is Happiness.,Lailah Gifty Akita,,"{'happiness', 'inspirational'}"
What matters is what we make of our existence.,Lailah Gifty Akita,,"{'happiness', 'life', 'wise-words', 'self-help'}"
"If we obey the great laws, we shall be happy.",Lailah Gifty Akita,,"{'god', 'happiness', 'life-lessons'}"
Hope is the highest happiness.,Lailah Gifty Akita,,"{'faith', 'happiness', 'hope'}"
Stubbornness is the bearer of disaster…,Janvier Chouteu-Chando,Disciples of Fortune,"{'happiness', 'life'}"
Happiness lies in hope.,Lailah Gifty Akita,,"{'happiness', 'hope', 'life-lessons'}"
"Whoever is content, would be of good cheer.",Lailah Gifty Akita,,"{'happiness', 'inspirational'}"
Hope is a tree of happiness.,Lailah Gifty Akita,,"{'happiness', 'hope', 'life'}"
Find Gratitude Happiness will follow you.,Muhammad Riaz,,{'happiness'}
My secret to happiness? Keep sadness to yourself,Cesar Nikko Caharian III,,"{'happiness', 'life'}"
Is there such a thing as being too happy?,Shannon  Mullen,See What Flowers,"{'happiness', 'life', 'life-lessons'}"
The greatest health shall be happiness.,Lailah Gifty Akita,,"{'happiness', 'inspirational', 'wise-words'}"
To be happy is to be healthy.,Lailah Gifty Akita,,"{'happiness', 'motivation'}"
Seek happiness.,Lailah Gifty Akita,,"{'happiness', 'life', 'inspirational'}"
Passion is a Horse Given to Us to Discipline.,Vineet Raj Kapoor,,"{'happiness', 'passion', 'life', 'success', 'motivation', 'truth', 'motivational'}"
You are a Hero. Be Heroic. Always.,Vineet Raj Kapoor,,"{'happiness', 'motivation', 'inspiration', 'success'}"
"I love you"" means I want you to be happy.",Richelle E. Goodrich,Slaying Dragons,"{'happiness', 'love'}"
Music is happiness with a steady pulse.,Richelle E. Goodrich,Slaying Dragons,{'happiness'}
Happiness is the result of a life well lived,Danny Dover,The Minimalist Mindset,"{'happiness', 'life'}"
make sure you choose work that makes you happy,Randy Susan Meyers,The Widow of Wall Street,"{'happiness', 'work'}"
I hope you are smiling and happy and I am not gay.,Sumrit Shahi,Just Friends,"{'happiness', 'romance'}"
My dream is to keep dreaming!,Miguel Reynolds Brandao,,"{'happiness', 'life', 'philosophy'}"
I am a world of uncertainties disguised as a girl.,Nicole  Lyons,,"{'inspirational-quotes', 'happiness', 'poetry', 'life', 'soul', 'life-lessons', 'inspirational', 'truth', 'hope', 'love'}"
LIFE - Death's Very Emissary,Abhysheq Shukla,KARMA,"{'faith', 'happiness', 'life', 'courage', 'god', 'success', 'fear', 'inspirational', 'religion', 'truth', 'death', 'education', 'hope', 'philosophy', 'time', 'love'}"
Miracles happen when dreamers take action.,Toni Sorenson,The Great Brain Cleanse,"{'happiness', 'success', 'life'}"
Dreamers Can.,Toni Sorenson,The Great Brain Cleanse,"{'happiness', 'success', 'life', 'love'}"
Happiness is a delightful heart.,Lailah Gifty Akita,,"{'happiness', 'inspiring'}"
I am a habitual rule-breaker,Mohadesa Najumi,,"{'happiness', 'spirituality', 'life', 'self-help', 'philosophy', 'love'}"
Happiness waits for no one.,Lisa Cypers Kamen,Are We Happy Yet?: Eight Keys to Unlocking a Joyful Life,{'happiness'}
What betrayed me? Was it my heart? Or my Soul?,Compton Gage,,"{'writing', 'spirituality', 'people', 'humor', 'faith', 'death', 'success', 'wisdom', 'quotes', 'religion', 'truth', 'hope', 'spiritual', 'intelligence', 'humanity', 'life', 'fear', 'inspirational', 'happiness', 'poetry', 'inspiration', 'god', 'soul', 'motivation', 'philosophy', 'knowledge', 'education', 'time', 'motivational'}"
Do everything which could make you happy,Diadjeng Laraswati H,,{'happiness'}
She cannot: but must do it by distance of time.,Compton Gage,,"{'writing', 'spirituality', 'people', 'humor', 'faith', 'death', 'success', 'wisdom', 'quotes', 'religion', 'truth', 'hope', 'spiritual', 'intelligence', 'humanity', 'life', 'fear', 'inspirational', 'happiness', 'poetry', 'inspiration', 'god', 'soul', 'motivation', 'philosophy', 'knowledge', 'education', 'time', 'motivational'}"
How my adventures become your sins?,Compton Gage,,"{'writing', 'spirituality', 'people', 'humor', 'faith', 'death', 'success', 'wisdom', 'quotes', 'religion', 'truth', 'hope', 'spiritual', 'intelligence', 'humanity', 'life', 'fear', 'inspirational', 'happiness', 'poetry', 'inspiration', 'god', 'soul', 'motivation', 'philosophy', 'knowledge', 'education', 'time', 'motivational'}"
"The more thou search, the more thou shall marvel.",Compton Gage,,"{'writing', 'spirituality', 'people', 'humor', 'faith', 'death', 'success', 'wisdom', 'quotes', 'religion', 'truth', 'hope', 'spiritual', 'intelligence', 'humanity', 'life', 'fear', 'inspirational', 'happiness', 'poetry', 'inspiration', 'god', 'soul', 'motivation', 'philosophy', 'knowledge', 'education', 'time', 'motivational'}"
Happiness thinks only of itself.,Raymond Radiguet,The Devil in the Flesh,{'happiness'}
Love wins when reflections win over reflexes.,Abhysheq Shukla,Feelings Undefined: The Charm of the Unsaid,"{'faith', 'happiness', 'life', 'courage', 'god', 'success', 'fear', 'inspirational', 'religion', 'truth', 'death', 'education', 'hope', 'philosophy', 'time', 'love'}"
Happiness changes the way you see the world.,Auliq Ice,,"{'happiness', 'life'}"
Happiness is the primary goal of human existence.,Joey Lawsin,,{'happiness'}
"Where Love Leads, Hatred Cannot Follow.",Auliq Ice,,"{'happiness', 'humanity', 'love'}"
Gratitude changes us.,Auliq Ice,The Secret of Greatness,{'happiness'}
"Where there is love, things roll.",Auliq Ice,,"{'happiness', 'humanity', 'love'}"
There's just so much to live for.,Alex George,Setting Free the Kites,"{'happiness', 'hope', 'life'}"
Best Way to Stay Happy is to be busy.,Dipika Agarwal,,"{'happiness', 'life', 'motivational'}"
"The sacred h”s : hope, happiness and health.",Lailah Gifty Akita,,"{'happiness', 'hope'}"
Happiness is health,Lailah Gifty Akita,,"{'happiness', 'motivational'}"
Sometimes you have to create your own sunshine.,Sam Sundquist,,"{'happiness', 'inspiration', 'life-quotes'}"
you don't have to be happy to spread happiness.,Naresh Soni,,"{'happiness', 'life'}"
"Alone, we are great, but together, we are better.",Izey Victoria Odiase,,"{'inspirational-quotes', 'humanity', 'happiness', 'inspiration', 'life', 'life-quotes', 'motivation'}"
"before destroying ,please create one same",litymunshi,,"{'happiness', 'life', 'death'}"
"Follow your heart, there lies your happiness.",Lailah Gifty Akita,,"{'happiness', 'inspiration'}"
Let the song in your heart makes you happy.,Lailah Gifty Akita,,"{'happiness', 'inspirational'}"
Sadly a pinch of happiness is not sold in markets.,Alamvusha,,{'happiness'}
A smile is a smile.,Lailah Gifty Akita,,{'happiness'}
Hope in God makes a happy heart.,Lailah Gifty Akita,,"{'happiness', 'hope', 'lailah-gifty-akita-affirmations'}"
God is the only source of happiness and money,Sunday Adelaja,,"{'god', 'money', 'happiness'}"
Everyone's holding my happiness hostage.,Donny Miller,Beautiful People with Beautiful Feelings,{'happiness'}
Happiness manifest when the ordained is realized,Sunday Adelaja,,{'happiness'}
Happiness is happiness,Lailah Gifty Akita,,"{'happiness', 'inspiration'}"
The melody of music makes my heart merry.,Lailah Gifty Akita,,"{'happiness', 'inspiring'}"
"Be happy, not contented.",Biju Paulose,,"{'happiness', 'success', 'life'}"
"Smile is a talent, few don't have.",saadshah,,"{'happiness', 'motivational'}"
Emotions are the road signs to your happiness.,Sam Owen,500 Relationships And Life Quotes: Bite-Sized Advice For Busy People,{'happiness'}
May your heart be filled with happiness.,Lailah Gifty Akita,,"{'happiness', 'motivation', 'hope'}"
"If people read poetry, they would be happier.",Lailah Gifty Akita,,"{'people', 'happiness', 'poetry'}"
Enjoy time of existence.,Lailah Gifty Akita,,"{'happiness', 'time', 'motivational'}"
It takes a lot of courage to be happy.,Ma Jaya Sati Bhagavati,First Breath,"{'happiness', 'spirituality', 'courage'}"
"Happy Mind, Happy Home",Napa Kettle,,"{'happiness', 'inspirational'}"
"He's like a drug for you, Bella.",Stephenie Meyer,Eclipse,{'romance'}
Every great love starts with a great story...,Nicholas Sparks,The Notebook,{'romance'}
My soul will find yours.,Jude Deveraux,A Knight in Shining Armor,{'romance'}
thus with a kiss I die,William Shakespeare,Romeo and Juliet,{'romance'}
I honestly have no idea how to live without you.,Stephenie Meyer,New Moon,{'romance'}
Stay with me.Always.,Suzanne Collins,Mockingjay,{'romance'}
It's only terrible to have nothing to wait for.,Erich Maria Remarque,Three Comrades,{'romance'}
Things work out the way they're meant to,Danielle Steel,No Greater Love,{'romance'}
"Live like you were dying, Love because you are.",Mark Green,,{'romance'}
Love is a smoke made with the fume of sighs.,William Shakespeare,Romeo and Juliet,{'romance'}
Attraction is not an option. ,Neil Strauss,,{'romance'}
You know what they say about boys next door...,Jennifer L. Armentrout,Obsidian,{'romance'}
your handtouching mine.this is howgalaxiescollide.,Sanober  Khan,,"{'poetry', 'romance'}"
I'll never recover if he breaks my heart. ~Brooke,Katy Evans,Real,{'romance'}
"Welcome to Paris, Anna. I'm glad you've come.",Stephanie Perkins,Anna and the French Kiss,{'romance'}
I want to be with you forever and beyond...,Gail Carson Levine,Ella Enchanted,"{'romance', 'love'}"
Life is a book waiting to happen.,Sloan McBride,,{'romance'}
"Over everything, I choose you",Marissa Meyer,Heartless,"{'romance', 'love'}"
Never say no when you really want to say yes.,Jenny Han,Always and Forever,{'romance'}
I'll love you to ruins.,Michelle Hodkin,The Retribution of Mara Dyer,"{'romance', 'love'}"
My heart cracked. Daemon never begged.,Jennifer L. Armentrout,Onyx,{'romance'}
Take my hand and we'll make it - I swear,Jon Bon Jovi,Best of Bon Jovi,"{'romance', 'love'}"
"Existence, after losing her, would be hell",Emily Brontë,Wuthering Heights,{'romance'}
There was nowhere I could go that wouldn't be you.,Jeffrey Eugenides,Middlesex,"{'romance', 'love'}"
Among my stillness was a pounding heart.,Shannon A. Thompson,Seconds Before Sunrise,"{'passion', 'romance', 'love'}"
"I love you breathlessly, my amazing man.",Paullina Simons,The Bronze Horseman,{'romance'}
because being with you makes perfect sense,Tim McGraw,,"{'romance', 'love'}"
I don't want to be in love but you're makin' me,Jonny Lang,,"{'romance', 'love'}"
"Live, Princess, for me. I love You",Molly McAdams,Stealing Harper,{'romance'}
Great. I'd been dumped in Hell's waiting room.,Karen Chance,Touch the Dark,"{'humor', 'romance'}"
You look like the vamp who bled the cat.,Kim Harrison,Every Which Way But Dead,"{'humor', 'romance'}"
"Marriage is a partnership, not a democracy.",Nicholas Sparks,The Best of Me,"{'romance', 'love'}"
I've never even been to Long Island,Meg Cabot,Jinx,{'romance'}
You're a dream. Like everything else.,Kelly Creagh,Nevermore,"{'romance', 'love'}"
"If you die, angel, it means I'm already dead.",Pamela Clare,Breaking Point,{'romance'}
"With every breath I take, I will always love you.",Jennifer L. Armentrout,Every Last Breath,{'romance'}
You matter.,Suzanne Young,The Treatment,{'romance'}
Everything changes except the love.,Santosh Kalwar,,"{'inspirational', 'romance', 'love'}"
We all romanticize the people we adore.,John Green,,"{'romance', 'love'}"
Give me some sugar.,Rachel Gibson,Simply Irresistible,"{'humor', 'romance'}"
There is no law stronger than that ofmagic. - Kian,Kailin Gow,Bitter Frost,"{'romance', 'love'}"
You've got an awfully kissable mouth.,F. Scott Fitzgerald,Gatsby Girls,"{'humor', 'romance', 'love'}"
the intensityin your eyesburns my penas i write.,Sanober  Khan,A touch,"{'passion', 'writing', 'poetry', 'romance'}"
Missing you is worse than Pittsburgh.,Salvador Plascencia,The People of Paper,"{'humor', 'romance'}"
There's always be a me and you.,James Patterson,Max,"{'romance', 'love'}"
"You want the fairy tale."" ""I want a chance at it.",Rachel Gibson,I'm In No Mood For Love,"{'romance', 'love'}"
Let me feel how thy pulses beat.,Thomas Middleton,The Changeling,{'romance'}
"Love is photogenic, it develops in the dark.",Lorraine Gokul,,"{'humor', 'inspirational', 'romance'}"
I generally find subtlety a waste of time.,Cindy Gerard,To the Brink,{'romance'}
يؤلمني أنَّ كلَّ الأشياء ظلَّت وفيةً، إلا أنتِ.,محمد حسن علوان,سقف الكفاية,{'romance'}
He felt like home.,JoAnne Kenrick,When A Mullo Loves A Woman,{'romance'}
Goodness had nothing to do with it.,Mae West,She Done Him Wrong,"{'humor', 'romance'}"
"Will you be my forever, Donia?",Melissa Marr,Darkest Mercy,{'romance'}
Humor was the enemy of desire.,Arthur C. Clarke,2010: Odyssey Two,{'romance'}
How could you fall in love with a three inch worm?,Stephenie Meyer,The Host,"{'humor', 'romance'}"
You're my wings. You made me fly.,Pepper Winters,,{'romance'}
We can do anything you like. Just be with me.,Christine Feehan,Magic in the Wind,{'romance'}
"I want you,"" she said.""I told you so,"" he said.",Loretta Chase,Lord Perfect,{'romance'}
It's your heart. No one else gets a say in that.,Jay Asher,What Light,{'romance'}
When you are in love- everything is romantic,Jude Morgan,Indiscretion,"{'romance', 'love'}"
These times of woe afford no time to woo.,William Shakespeare,Romeo and Juliet,{'romance'}
Your neck. I want to kiss it.,Edmond Rostand,Cyrano de Bergerac,{'romance'}
I always watch you. You consume my every thought.,M.A. Stacie,Unwritten Rules,"{'romance', 'love'}"
Nothing is forever. Except atoms.,Dannika Dark,Gravity,{'romance'}
"I'm ready for something private, private and real",Simone Elkeles,Perfect Chemistry,"{'romance', 'love'}"
"This is the us you wanted us to be, Gwen.",Kristen Ashley,Mystery Man,{'romance'}
"By the way, you don't need the makeup."" Puck said.",Michael Buckley,The Problem Child,{'romance'}
He’s more myself than I am,Emily Brontë,Wuthering Heights,{'romance'}
And givin' yourself to me can never be wrong,Marvin Gaye,,"{'romance', 'love'}"
"Love fades, mine has.~Dimitri Belikov~",Richelle Mead,Spirit Bound,{'romance'}
To the beginning of the rest of our lives.- Leo,Sherry Thomas,Not Quite a Husband,{'romance'}
"Careful,"" he smiled, ""I'm lethal.",Nely Cab,Creatura,{'romance'}
"You ride well, but you don't kiss nicely at all.",Thomas Hardy,A Pair of Blue Eyes,{'romance'}
"And baby, the way you move me it's crazy",Ray Lamontagne,,"{'romance', 'love'}"
He should probably make love to her.,Tara Janzen,Crazy Love,{'romance'}
"You picked the wrong girl to dominate, Dracula.",Rebecca Zanetti,Fated,{'romance'}
The man irritated her just like a rash.,Julie Garwood,Honor's Splendour,{'romance'}
Maybe I was in love with the idea of love.,Shay Savage,Surviving Raine,{'romance'}
"Gentle he would be, denied he would not.",Diana Gabaldon,Outlander,{'romance'}
"All beautiful distractions, ignites from you.",V.S. Atbay,,"{'hope', 'romance', 'love'}"
"...fairy tales, just a fancy word for lies...",Cecelia Ahern,If You Could See Me Now,{'romance'}
We're all the same in the dark.,J.J. Murray,Renee And Jay,{'romance'}
Love is not about lovers.,Santosh Kalwar,You Can,"{'inspirational', 'romance', 'love'}"
I fell for her like a suicide from a bridge.,Neil Gaiman,M Is for Magic,{'romance'}
"I love you, baby girl. When you’re sad, I am too.",Darla Phelps,Daddy's Girl,{'romance'}
cinta itu punya dua sisi,Dewie Sekar,,{'romance'}
Oh yeah? How about M'Lin the cursed?,L.J. Smith,,"{'humor', 'romance'}"
Will you love me enough?,Ana Monnar,,"{'romance', 'love'}"
Some guys are worth breaking the rules for.,Melissa Pearl,Golden Blood,{'romance'}
The weakness of a man is the strength of a woman,Santosh Avvannavar,,"{'romance', 'love'}"
Ours is a love people write stories about...,Jeannine Allison,Unveiling Ghosts,"{'romance', 'love'}"
Creativity is the catalyst to the future.,Ann Marie Frohoff,,{'romance'}
"No I'm not a dream, I'm your worst nightmare",C.T. Todd,,{'romance'}
"I may be heaven-sent, but I'm not perfect.",Cynthia Leitich Smith,Eternal,{'romance'}
"Baby, where we're going, you won't need a shirt.",Vernon D. Burns,Gods of the Jungle Planet,{'romance'}
It is no wonder lesbians love women.,Gilbert Sorrentino,The Moon in Its Flight,"{'humor', 'romance'}"
"Never Give up, never surrender.",Nancy J. Cohen,,{'romance'}
What comes from the heart will go to the heart,Renae Lucas-Hall,,{'romance'}
There is no cosmetic to gain a beauty like yours.,Amit Kalantri,I Love You Too,"{'romance', 'love'}"
Never stop believing that your dreams are eternal.,Truth Devour,Unrequited,"{'faith', 'hope', 'romance', 'love'}"
"My name's Sean, Jem. I'm Sean.",J.A. Belfield,Darkness & Light,"{'destiny', 'romance'}"
"Suck on this, Edward.",Dani Smith,Black Dog and Rebel Rose,{'romance'}
See me just as I see you.,Nicholas Sparks,See Me,{'romance'}
"You ought to be blowing me kisses, wench.",George R.R. Martin,A Storm of Swords,"{'romance', 'love'}"
You totally love him. He's your widdle snookums.,Thea Harrison,Serpent's Kiss,{'romance'}
My favorite color is you.,Suzanne Brockmann,Born to Darkness,"{'romance', 'love'}"
Scent is the strongest tie to memory.,Maggie Stiefvater,Forever,"{'romance', 'love'}"
"You are my one and only, for all eternity.",Vicky Dreiling,How to Marry a Duke,{'romance'}
It's the Snickers bars. Snickers equal romance.,Lisa Scottoline,Look Again,"{'humor', 'romance'}"
"Gradually, we have become each other's weather.",Paul Zweig,Eternity's Woods,"{'romance', 'love'}"
"Love me less,but love me for a long time.",David Levithan,The Lover's Dictionary,"{'romance', 'love'}"
We’ll make out for a while and you’ll feel better.,Robyn Carr,Harvest Moon,{'romance'}
I had buried my romance in a bed of asphodel.,Oscar Wilde,The Picture of Dorian Gray,{'romance'}
"Welcome back, Jem.",J.A. Belfield,Darkness & Light,"{'destiny', 'romance'}"
i writebecauseit is the only wayi can reach you.,Sanober  Khan,,"{'writing', 'poetry', 'romance'}"
"Beth: ""What are you, the Energizer Bunny?",Lucy Monroe,,"{'humor', 'romance'}"
"I can’t rock you on my lap, if you’re not here.",Darla Phelps,Daddy's Girl,{'romance'}
"Have you gone crazy?"".",Cherise Sinclair,To Command and Collar,{'romance'}
"If you want romance, fuck a journalist.",W.H. Auden,Acting Up,{'romance'}
Obsessing over a boy makes the time fly.,Alecia Whitaker,The Queen of Kentucky,"{'humor', 'romance'}"
Love outweighs the liabilities.,Martha Cecilia,Apoy sa Malamig na Puso,{'romance'}
"Crazy got nothin on us"" Neesa",C.T. Todd,,{'romance'}
"Young man, the truth is what you create.",Richard Finney,Unknown Book 12735975,{'romance'}
The curves of your lips rewrite history.,Oscar Wilde,,"{'romance', 'love'}"
Your big scary husband is crying.,Robyn Carr,My Kind of Christmas,{'romance'}
"Marry me. You'll learn to love me, I promise.",Robyn Carr,Sunrise Point,{'romance'}
"Okay, babe, I'm here.”",Christy Reece,Rescue Me,{'romance'}
"Love me for stupid reasons,I like those most.",Sarah Slean,,"{'romance', 'love'}"
the unexpected moment [is] always sweeter.,Julia Quinn,The Viscount Who Loved Me,{'romance'}
You said she's a senior? Babe we're ALL crazy.,Cecily von Ziegesar,You're the One That I Want,"{'romance', 'love'}"
Love is a trick best performed by men.,Colin Tegerdine,You Can't Google Life,"{'romance', 'love'}"
"Don't be jealous, be agressive. Make 2012 yours!",Rachel Firasek,,"{'writing', 'inspirational', 'romance'}"
My life would be sour grapes and ashes without you,Daisy Ashford,,{'romance'}
Sexy with a capital SEX.,Wendy Rosnau,The Right Side of the Law,{'romance'}
I'm not going anywhere.,Allie Burke,Violet Midnight,{'romance'}
Bringing Thoughts 2 Life,Brooklen Borne,,"{'inspirational', 'romance'}"
He didn't take any of my shit. I needed that.,C.J. English,Affairytale,{'romance'}
The first rule in the book of love is acceptance.,Destinee Hardwick,Wishing on Raining Stars,"{'romance', 'love'}"
"Then, by your definition... I'm in love with you.",Angela N. Blount,Once Upon a Road Trip,"{'romance', 'love'}"
"Ritsu... Do you like Oda?"" More than me?""Yes.",Junko,王子の帰還 [Ouji no Kikan],{'romance'}
I write--because I must write.,Taryn A. Taylor,,{'romance'}
[Ever been kissed?]I want to know if you've,Jess C. Scott,Instantaneous Insanity: A Collection of 500 Pseudo Haiku,"{'romance', 'love'}"
We are only victims if we allow ourselves to be.,McCartney Green,Dandelions Never Die,"{'inspirational', 'romance'}"
Only great fools remain ungrateful.,Jaachynma N.E. Agu,The Best Option,"{'success', 'romance', 'love'}"
Bella: I love you. Edward: You are my life now.,Stephenie Meyer,,{'romance'}
Mistakes? That's why they put erasers on pencils.,Rick Barnett,,"{'inspirational', 'romance'}"
"It's not a romance, it's a love story.",Sadie Jones,,"{'romance', 'love'}"
Love is not jealous.,Brian Jay Corrigan,The Poet of Loch Ness,"{'inspirational', 'romance', 'love'}"
So you've taken to spying on her. It must be love.,Richard Finney,Unknown Book 12735975,{'romance'}
Reach for the Stars!,Arsoleen Woolcock,,{'romance'}
"I can't. I w-want y-you, my own fucking twin!",Sage Whistler,Torn,{'romance'}
Love means never saying goodbye.,Harley,,"{'romance', 'love'}"
"EVERYONE MAKES MISTAKES, EVEN THE PERSONS WE LOVE.",Nicholas Sparks,The Last Song,"{'romance', 'love'}"
"Aku tahu, mencintai dan melupakan, sama sulitnya.",Jenny Thalia Faurine,Playboy's Tale,"{'romance', 'love'}"
I am an acquired taste.,W.S. Gilbert,,{'romance'}
Not all vampires are created equal.,Wynter Wilkins,Strigoi,{'romance'}
The house was the color of baby vomit.,Pixie Lynn Whitfield,Chasing Dirt Roads,{'romance'}
I want to have an affair.,Pella Grace,Knock Love Out,{'romance'}
I had liked him for all the wrong reasons.,Wendelin Van Draanen,Flipped,"{'humor', 'romance'}"
"Love, like Fortune, favours the bold.",E.A. Bucchianeri,Brushstrokes of a Gadfly,"{'love', 'romance', 'courage'}"
The slowest kiss makes too much haste.,Thomas Middleton,,"{'romance', 'love'}"
It's me being me making you be you...,Nitya Prakash,,{'romance'}
You can’t possibly be afraid of trees.,Tara Janzen,Avenging Angel,{'romance'}
"Gay sex, one. Straight sex, zero",Dani Alexander,Shattered Glass,{'romance'}
"Too long, much too long.",Jessica Verday,The Haunted,{'romance'}
Sleep. We can adore one another in the morning,Kim Fielding,Flux,"{'romance', 'love'}"
All things in Fiji are paid for in blood.,Lance Morcan,,{'romance'}
Lidské tělonaprogramuješ na všechno.,Kristina Čechová,Outsider,{'romance'}
"He rolled his eyes. ""Fiction lies for the truth.",Kristine Grayson,Wickedly Charming,{'romance'}
Rene Caron takes my breath away!,Teresa Lynn,,{'romance'}
I don't write romance. Read it? Yes. Write it? No.,Cypher Lx,,"{'writing', 'romance'}"
"I feel a blood moon rising"" Neesa",C.T. Todd,,{'romance'}
We're not mad. We're inhabited,Sue Moorcroft,Love Writing,{'romance'}
The reader is the final arbiter.,Sam Reaves,,"{'inspirational', 'romance'}"
you roll me out flat,D.H. Lawrence,Lady Chatterley's Lover,{'romance'}
"Be my shield, baby. Be my world",Cybill Cain,Poker Face,{'romance'}
Live a life worth living.,R.L. Dunn,,{'romance'}
Bitch you.,Colleen Hoover,Without Merit,{'romance'}
"Guess our sex is hot, we start fires.",Toni Aleo,Overtime,"{'humor', 'romance'}"
Edward chuckled into her mouth.,Kristen Casey,Finding Love,{'romance'}
"Can I keep you, Avery Connor? Will you be mine?",Melanie Moreland,It Started with a Kiss,{'romance'}
"What, Rudolph wasn’t available?",Sierra Donovan,Do Not Open 'Til Christmas,{'romance'}
